SampleNo,Crop_Name,Fertiliser_Combination_1,Fertiliser_Combination_2
PB/2017-18/107099039/1,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 83,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 83
PB/2017-18/107099467/2,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 83,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 83
PB/2017-18/107099467/2,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 83,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 83
PB/2017-18/107099467/1,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 83,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 83
PB/2017-18/107099467/1,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 83,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 83
PB/2017-18/107100168/2,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107100168/2,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107100168/1,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107100168/1,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107101041/2,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107101041/2,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107101041/1,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107101041/1,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107102521/2,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 83,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 83
PB/2017-18/107102521/2,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 83,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 83
PB/2017-18/107102521/1,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 83,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 83
PB/2017-18/107102521/1,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 83,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 83
PB/2017-18/107103370/2,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107103370/2,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107103370/1,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107103370/1,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107105157/2,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107105157/2,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107105157/1,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107105157/1,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107105918/2,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107105918/2,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107105918/1,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107105918/1,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107106794/2,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 519 | Potassium Chloride (Muriate of Potash): 50,Diammonium Phosphate (16:44:0): 189 | Neem Coated Urea  : 295 | Potassium Chloride (Muriate of Potash): 50
PB/2017-18/107106794/2,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 50,Diammonium Phosphate (16:44:0): 91 | Neem Coated Urea  : 329 | Potassium Chloride (Muriate of Potash): 50
PB/2017-18/107106794/1,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 519 | Potassium Chloride (Muriate of Potash): 50,Diammonium Phosphate (16:44:0): 189 | Neem Coated Urea  : 295 | Potassium Chloride (Muriate of Potash): 50
PB/2017-18/107106794/1,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 50,Diammonium Phosphate (16:44:0): 91 | Neem Coated Urea  : 329 | Potassium Chloride (Muriate of Potash): 50
PB/2017-18/107108425/1,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 519 | Potassium Chloride (Muriate of Potash): 50,Diammonium Phosphate (16:44:0): 189 | Neem Coated Urea  : 295 | Potassium Chloride (Muriate of Potash): 50
PB/2017-18/107108425/1,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 50,Diammonium Phosphate (16:44:0): 91 | Neem Coated Urea  : 329 | Potassium Chloride (Muriate of Potash): 50
PB/2017-18/107109654/1,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107109654/1,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107110293/1,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107110293/1,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107111524/1,Wheat,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 650 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 236 | Neem Coated Urea  : 279 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/107111524/1,Paddy(Dhaan),Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (16:44:0): 114 | Neem Coated Urea  : 321 | Potassium Chloride (Muriate of Potash): 67
PB/2018-19/95561346/2,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561346/2,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561346/2,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 375 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 130 | Neem Coated Urea  : 310 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561346/2,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 188 | Potassium Chloride (Muriate of Potash): 17,Diammonium Phosphate (18-46-0): 65 | Neem Coated Urea  : 264 | Potassium Chloride (Muriate of Potash): 17
PB/2018-19/95561346/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561346/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 188 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 65 | Neem Coated Urea  : 409 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561346/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561346/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561346/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 375 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 130 | Neem Coated Urea  : 310 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561346/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 188 | Potassium Chloride (Muriate of Potash): 17,Diammonium Phosphate (18-46-0): 65 | Neem Coated Urea  : 264 | Potassium Chloride (Muriate of Potash): 17
PB/2018-19/95561346/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561346/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 188 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 65 | Neem Coated Urea  : 409 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561385/2,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561385/2,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561385/2,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 500 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 174 | Neem Coated Urea  : 293 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561385/2,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 17,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 255 | Potassium Chloride (Muriate of Potash): 17
PB/2018-19/95561385/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561385/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 401 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561385/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561385/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561385/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 500 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 174 | Neem Coated Urea  : 293 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561385/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 17,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 255 | Potassium Chloride (Muriate of Potash): 17
PB/2018-19/95561385/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561385/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 401 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561414/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561414/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561414/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 500 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 174 | Neem Coated Urea  : 293 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561414/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 17,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 255 | Potassium Chloride (Muriate of Potash): 17
PB/2018-19/95561414/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561414/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 401 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561430/2,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561430/2,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561430/2,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 500 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 174 | Neem Coated Urea  : 293 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561430/2,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 17,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 255 | Potassium Chloride (Muriate of Potash): 17
PB/2018-19/95561430/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561430/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 401 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561430/3,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561430/3,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561430/3,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 500 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 174 | Neem Coated Urea  : 293 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561430/3,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 17,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 255 | Potassium Chloride (Muriate of Potash): 17
PB/2018-19/95561430/3,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561430/3,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 401 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561430/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561430/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561430/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 500 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 174 | Neem Coated Urea  : 293 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561430/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 17,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 255 | Potassium Chloride (Muriate of Potash): 17
PB/2018-19/95561430/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561430/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 401 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561451/2,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561451/2,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561451/2,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 500 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 174 | Neem Coated Urea  : 293 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561451/2,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 17,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 255 | Potassium Chloride (Muriate of Potash): 17
PB/2018-19/95561451/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561451/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 401 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561451/3,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561451/3,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2018-19/95561451/3,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 500 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 174 | Neem Coated Urea  : 293 | Potassium Chloride (Muriate of Potash): 33
PB/2018-19/95561451/3,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 17,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 255 | Potassium Chloride (Muriate of Potash): 17
